id,pr_ab,x,y,aet,cwd,tmin,ppt_djf,ppt_jja,pH,awc,depth,landform
1602,0,117997.667,-135137.0943,443.1300049,736.6400146,4.463300228,155.9311066,8.994999886,5.599999905,0.150000006,201,14
9386,0,-291413.7701,385584.6026,410.396698,493.4032898,5.426700115,260.4067078,12.7322998,6,0.07,107,12
2600,0,29498.46934,-18121.06908,270.1366882,445.0267029,-0.983299971,271.7092896,8.739600182,4.599999905,0.029999999,201,11
8455,0,142736.4618,-145456.3791,184.5299988,170.1999969,-6.763299942,183.0906982,9.480699539,0,0,0,6
12265,0,-289462.8144,263672.9346,533.4500122,446.2732849,3.516700029,285.2698975,10.89929962,2.210700035,0.036845002,163.4181061,14
6901,0,138996.1724,-142963.4758,175.8699951,391.6000061,-3.946700096,121.3526001,12.69229984,0,0,0,15
33,0,-172099.6829,253539.8303,366.4767151,780.2766724,8.569999695,132.863205,8.352199554,6.099999905,0.07,30,7
1913,0,-72345.20414,28325.67298,378.7033081,910.2866821,9.7166996,105.2998962,2.83859992,7.397642136,0.090000004,74.78993225,6
1170,0,136659.163,-263744.5589,237.9967041,1232.843262,8.923299789,54.39429855,3.3901999,6.699999809,0.059999999,41,14
13010,0,-241039.0861,319812.0147,326.4299927,637.2600098,3.886699915,172.6147003,9.905799866,6.034651756,0.102598883,79.28438568,10
1354,0,122617.1116,-99556.5208,169.3867035,355.4833069,-3.606699944,120.8173981,11.64210033,0,0,0,15
9135,0,-229734.0226,49917.54328,376.2900085,830.3900146,8.733300209,208.6208954,3.266000032,6.189459801,0.071297295,53.1369133,6
5129,0,111272.2134,-171900.8203,388.4067078,739.7266846,4.159999847,165.0202026,9.441399574,5.599999905,0.151618794,201,10
9274,0,-270077.8844,353224.5227,345.7366943,589.2766724,4.433300018,157.0753021,12.89159966,6.029821396,0.090000004,33.9849472,11
7772,0,112422.2616,-185290.4533,449.5599976,667.2199707,5.736700058,162.3675995,7.675300121,6.699999809,0.07,0,11
13056,0,-249836.5413,271055.2071,354.7232971,642.7932739,5.03000021,191.9732056,8.311100006,5.900000095,0.119999997,66,10
557,0,-157537.9497,255629.0445,514.9467163,604.7332764,6.699999809,150.8020935,10.10379982,5.670753479,0.12699163,133.0807495,7
2350,0,64083.49932,-11078.41089,289.0466919,265.7399902,-3.680000067,136.256897,17.2758007,6,0.059999999,201,10
9947,0,-293636.014,410689.4881,450.3367004,426.9132996,5.409999847,363.1925964,21.17270088,6,0.066418163,140.6692657,7
12078,0,-304714.943,388877.462,539.873291,336.6966858,5.286699772,552.2252197,43.01589966,5.828818798,0.098559052,64.93012238,2
7798,0,116499.6042,-133819.3879,423.4500122,722.0366821,3.859999895,152.1936035,8.890199661,5.599999905,0.150000006,201,10
953,0,-183490.7318,372996.1825,364.603302,241.2299957,-0.670000017,304.4999084,17.29319954,5.994581699,0.056199204,188.267334,10
6957,0,119631.8457,-147654.9067,238.0966949,384.7999878,-3.533299923,168.2640991,7.887599945,6.099999905,0.059999999,36,14
7810,0,119855.6811,-136050.5962,381.1600037,753.3632813,4.203299999,153.329895,9.292900085,5.554940701,0.145494103,187.0316925,14
7171,0,138354.3527,-111545.5416,208.25,271.4432983,-4.573299885,171.3168945,8.748700142,0,0,0,10
2523,0,17124.96474,-37481.0568,434.0632935,824.2467041,7.039999962,160.7393951,4.445600033,6.099999905,0.059999999,201,7
11709,0,-331584.2204,429735.4841,586.7299805,346.3566895,6.893300056,427.259613,26.8118,5.881147385,0.141833574,108.7826538,7
1929,0,90255.06051,-170700.1115,414.0367126,927.6467285,10.31000042,129.5034027,4.794799805,6.378083229,0.068687052,48.90724945,7
3733,0,-110628.3093,124462.0846,373.7167053,892.25,9.489999771,132.9064026,3.590399981,6.637208462,0.159999996,101.7897034,7
4324,0,-28061.96467,230866.1273,241.8233032,610.0599976,1.090000033,98.28420258,9.50039959,7.800000191,0.090000004,102,11
10491,0,-243625.6226,194811.1031,341.0867004,520.6166992,4.283299923,232.9167023,11.04259968,5,0.079999998,89,7
706,0,-97503.42723,291103.1458,228.1799927,503.0133057,-2.876699924,78.7118988,11.77079964,6.099999905,0.090000004,97,11
9745,0,-300949.079,393626.9411,395.2666931,477.6366882,4.610000134,312.730896,16.90270042,6,0.07,107,7
10542,0,-250718.7557,201359.0553,360.3467102,601.9500122,6,271.5974121,12.72710037,5.665876865,0.076587722,63.8008728,7
1529,0,99086.51733,-162321.0267,483.2767029,863.5466919,10.03999996,123.8975983,6.078999996,6.5,0.140000001,77,10
4805,0,-38640.11982,131132.5295,547.5032959,306.7900085,2.316699982,302.5878906,14.18610001,5.969931126,0.067342512,94.02806091,8
1836,0,-102295.4811,106603.0487,412.8399963,851.6132813,9.673299789,133.303894,3.30279994,6.167786121,0.176946551,51,10
8368,0,119433.264,-135166.9615,433.5267029,733.8200073,3.680000067,156.5269012,9.178700447,5.599999905,0.150000006,201,14
1362,0,122602.3983,-99723.36012,166.1233063,314.3099976,-3.893300056,124.4524002,11.34829998,0,0,0,14
11072,0,-302666.7877,436698.9502,476.6333008,240.8800049,3.21329999,454.561615,33.78519821,5.947481155,0.08240512,135.9817505,6
7876,0,106577.9646,-162085.5602,435.2867126,613.9633179,3.136699915,171.0579071,9.863400459,6.699999809,0.07,0,6
3819,0,-89919.6427,96496.37153,383.2432861,866.2999878,8.890000343,149.1797028,3.853199959,6.543785572,0.127503678,50.75937271,6
2225,0,66735.9861,-11777.71752,284.7167053,195.6600037,-3.556699991,127.8749008,19.14019966,0,0,201,6
8538,0,109240.0588,-160541.8054,320.8800049,611.4400024,2.420000076,191.7507019,12.14700031,0,0,0,6
6013,0,124035.9983,-160871.0994,317.5166931,657.1400146,2.099999905,185.9268951,10.18690014,0,0,0,14
10243,0,-280549.0103,355112.9381,393.1133118,390.0499878,3.329999924,346.0097046,13.59860039,6.079053402,0.095270239,147.511322,11
12775,0,-208393.1552,365596.7872,262.480011,421.2232971,1.293300033,199.9470978,11.22140026,6.779335022,0.070317931,74.27024078,10
11536,0,-310321.3366,424248.5607,602.7866821,278.896698,4.946700096,496.1047974,45.64110184,6.188549519,0.130602196,149.1806641,14
2506,0,10853.76759,-39040.56936,402.7432861,807.5133057,8.573300362,139.8218994,3.744999886,6.099999905,0.059999999,201,14
8427,0,119942.0966,-183253.8925,202.9633026,542.6732788,-1.783300042,174.8890076,6.308899879,0,0,0,10
2113,0,-38123.60391,-3647.213697,405.7066956,867.666687,7.49669981,147.2606964,3.42689991,6.048461914,0.169705406,48.7741127,7
826,0,-147248.1164,383358.1889,312.9466858,570.1032715,2.819999933,169.9297028,12.31159973,6.400000095,0.07,107,7
3961,0,-37998.42088,74265.73343,506.0367126,581.7800293,4.72329998,217.4376068,7.46420002,6.099999905,0.090000004,66,10
13042,0,-247530.9684,274364.3906,353.0133057,598.2800293,5.273300171,179.5523987,8.502200127,6,0.140000001,127,6
9519,0,-300226.5131,396897.2352,462.6499939,466.4866943,5.69329977,381.9545898,18.83130074,6,0.07,107,2
7814,0,127082.2333,-135452.7589,436.0766907,597.1166992,4.05670023,157.6296997,10.26710033,6.199999809,0.100000001,201,14
7055,0,120971.5693,-142150.8075,360.083313,526.039978,0.546700001,162.5317993,7.925700188,6.199999809,0.100000001,201,14
6361,0,96293.8617,-145094.0964,389.5567017,527.4766846,1.460000038,182.3542023,8.155799866,6.367397785,0.097782902,59.59903336,7
11169,0,-319355.0272,433617.3623,410.9632874,465.8099976,4.876699924,360.7800903,22.75810051,5.900000095,0.129999995,20,8
9110,0,-282226.9101,61526.54301,481.7600098,658.3267212,7.25330019,207.5758057,5.763100147,5.711065769,0.125748083,94.99567413,10
9450,0,-296793.2464,388220.4838,532.876709,419.980011,6.019999981,352.6491089,22.56130028,6.394495964,0.101559684,142.5046539,7
11492,0,-322643.5926,424896.5626,534.6300049,341.3167114,5.686699867,471.8594055,33.11510086,6.392302513,0.140769735,146.3809204,7
4637,0,10009.12585,54362.55916,311.8467102,285.3500061,-2.339999914,206.5771942,18.53059959,0,0,0,6
1487,0,141127.6222,-137191.3936,199.0133057,312.4332886,-4.513299942,156.8957977,10.66180038,0,0,0,10
6344,0,128818.4998,-134971.0185,411.6099854,582.0567017,2.943300009,154.1486969,10.40429974,6.199999809,0.100000001,201,10
2402,0,27444.88973,-33510.56546,309.0232849,559.373291,3.816699982,184.3379059,5.499700069,5.083196163,0.039327849,201,7
9795,0,-294309.2852,407812.0532,568.2033081,402.9866943,5.366700172,329.4077148,17.8260994,5.701060772,0.129858553,169.5968933,6
9414,0,-294124.4399,383636.5755,487.4967041,492.4500122,5.650000095,276.9522095,13.78040028,6.378809929,0.100304797,141.0928955,7
5024,0,112395.3654,-175290.6734,525.3867188,807.7966919,7.853300095,150.8871002,8.762999535,5.599999905,0.150000006,201,14
12169,0,-312195.1382,326433.5039,546.3466797,362.9566956,6.320000172,313.0987854,18.98690033,5.800000191,0.079999998,135,15
7219,0,143493.1283,-128449.0385,187.5632935,314.3800049,-4.476699829,147.6324005,8.602399826,0,0,0,14
12093,0,-303835.5448,294322.6734,549.0866699,356.4932861,4.47329998,396.2763062,23.99710083,6.052689552,0.124731056,120.6739883,6
6884,0,138350.8406,-139440.8841,169.7633057,470.5400085,-2.123300076,93.28540039,13.26179981,0,0,0,12
9820,0,-294354.0351,439948.2448,395.1867065,379.7567139,3.546700001,390.8320007,22.41620064,6.097176552,0.089435376,86.59285736,11
6547,0,111624.4116,-119854.5653,364.8467102,668.5733032,4.633299828,165.8836975,8.998200417,5.86370182,0.057675757,34.60545349,14
12547,0,-327099.2144,448363.2091,572.6533203,341.7267151,5.486700058,468.8568115,40.81740189,6.390305519,0.145484746,65.00270081,6
10935,0,-298687.2835,253436.4031,521.6867065,424.1099854,4.783299923,425.7333984,20.68630028,5.701656342,0.129917189,91.27017212,6
6644,0,131788.7257,-127761.3549,183.6100006,554.1766968,-0.186700001,125.4810028,9.697299957,0,0,0,12
12758,0,-210389.4542,340697.7384,416.3566895,463.2167053,4.699999809,276.8526917,24.28490067,6.599999905,0.109999999,89,14
7787,0,111460.2087,-167469.6838,491.3200073,666.5567017,7.033299923,148.9664001,8.647899628,6.699999809,0.07,0,13
12045,0,-311712.4577,385697.7516,594.6732788,300.2799988,4.956699848,527.1796265,50.17229843,5.32375145,0.123812407,61.77344894,7
3818,0,-90324.22244,95730.12094,425.9967041,823.1832886,8.843299866,148.3171997,3.872999907,4.083859444,0.086745135,85.91795349,10
9106,0,-236364.3484,81506.01548,412.2867126,758.6533203,8.829999924,241.2100067,4.834599972,6.030612946,0.07845483,47.23032379,10
1303,0,-47159.30231,-9529.56863,336.6600037,955.75,8.126700401,101.0290985,1.694900036,6.078361034,0.1265755,66.46809387,15
1014,0,36824.33898,-107641.2637,364.9866943,903.1467285,8.239999771,94.44409943,2.311100006,6,0.100000001,107,2
13009,0,-240965.274,319091.2996,320.0133057,642.3466797,3.77670002,170.2033997,9.563199997,7.599999905,0.119999997,66,6
1089,0,-91757.66237,59231.10673,365.1433105,927.9866943,9.686699867,108.4562988,2.431600094,6.099999905,0.159999996,41,9
8224,0,106940.5342,-91999.61423,214.0800018,403.626709,-3.476700068,197.6708984,10.31690025,0,0,0,15
6176,0,130702.6137,-166330.6307,181.8999939,338.8033142,-4.936699867,157.4217072,7.649600029,0,0,0,7
998,0,55412.43916,-134523.5127,391.2232971,933.3967285,9.566699982,81.41729736,2.107800007,3.01793313,0.031932048,151.5062866,10
10193,0,-272267.8556,344569.1587,317.8833008,387.9599915,1.480000019,304.4989929,20.2052002,4.060828686,0.067156717,31.57514191,7
9097,0,-252818.8303,57768.91308,605.4932861,601.1967163,7.016699791,212.447403,2.841599941,3.812666416,0.060789358,201,14
8135,0,117331.5316,-131110.2733,386.1300049,611.6566772,1.980000019,171.4197998,11.07009983,5.599999905,0.150000006,201,14
10788,0,-305578.7678,397120.7838,582.1066895,299.6799927,5.333300114,547.5438843,43.6269989,5.868124962,0.106135413,76.19167328,6
2059,0,104965.4375,-214337.7853,362.6832886,1047.369995,10.14000034,68.76380157,1.865100026,5.900000095,0.119999997,142,7
10766,0,-313544.9974,399758.7721,609.2266846,216.0800018,4.726699829,579.4083252,59.1711998,6.099999905,0.109999999,36,2
10705,0,-308291.8007,377108.7028,549.7467041,289.1166992,5.789999962,547.440918,49.70869827,5.467812061,0.121072933,47.16305161,8
7388,0,130344.449,-147915.6467,169.7133026,496.0733032,-2.123300076,148.1282959,7.123700142,0,0,0,15
6869,0,144059.0223,-140268.0537,194.5099945,335.6867065,-4.46999979,158.6699982,9.373900414,0,0,0,15
5346,0,122556.9338,-175591.9103,204.5,455.1000061,-2.180000067,170.6396027,6.593599796,0,0,0,6
1370,0,121478.6868,-99540.47336,182.2832947,271.1799927,-4.949999809,150.7003021,11.22939968,0,0,0,15
6256,0,132337.2903,-176406.0696,206.4333038,274.646698,-5.336699963,212.6262054,10.18430042,0,0,0,11
5827,0,127075.0004,-160318.4881,192.9667053,484.4632874,-2.453299999,167.5756989,7.945000172,0,0,0,14
2216,0,30764.8945,-15721.05831,232.0399933,516.0933228,-0.823300004,257.1918945,8.675999641,4.009942055,0.024550663,201,6
11627,0,-323574.4368,409231.1394,471.4332886,384.6733093,6.110000134,434.7268982,28.91020012,5.936564445,0.093171783,90.10552216,4
2620,0,11946.45903,-24585.08502,426.2132874,620.3099976,4.293300152,189.0422974,5.833600044,6.485381603,0.089269094,201,14
8796,0,145236.2298,-161413.4716,116.2099991,428.1366882,-4.949999809,98.65630341,4.988200188,0,0,0,6
12222,0,-285668.0266,234462.9815,406.2666931,652.2999878,5.783299923,245.6936951,9.863900185,5.800000191,0.103814006,105.3855438,6
987,0,39106.77328,-105469.0907,456.646698,870.5133057,9.180000305,85.08959961,2.246400118,2.090184689,0.028613955,154.4088135,15
1096,0,-92155.37665,56129.91145,328.9067078,970.0499878,9.659999847,102.3628998,2.211999893,5.599999905,0.150000006,20,10
11305,0,-298219.9663,262537.6309,372.1066895,493.5,3.816699982,372.4876099,20.79380035,2.237959623,0.063338481,62.07170486,2
4865,0,-60044.47226,144948.8664,564.0599976,507.7567139,5.796700001,292.3150024,12.77040005,5.768301964,0.086287506,119.2624741,1
1189,0,2151.53434,86774.89906,298.416687,420.7900085,-0.666700006,186.7667999,19.16489983,5.758154869,0.062086739,99.37255859,14
8795,0,146202.9974,-160380.7976,138.0166931,386.333313,-5.346700191,104.2108002,4.702300072,0,0,0,6
2368,0,13066.51513,-40070.44959,372.2633057,734.9666748,8.093299866,144.7738037,4.020400047,6.099999905,0.059999999,201,10
10331,0,-264378.8911,403636.8526,345.1832886,378.2232971,2.619999886,318.6918945,16.34469986,5.995033264,0.084751673,116.1778793,7
10553,0,-260925.3903,216464.2508,552.9199829,392.7767029,5.703299999,283.8375854,14.80169964,0.286878794,0.003636492,195.019989,7
8961,0,-271615.0383,51163.8293,537.5800171,590.2532959,6.966700077,184.4561005,4.13710022,5.691545963,0.152314112,172.9085846,6
10344,0,-260218.0681,397868.1559,317.2933044,330.2600098,1.320000052,245.2458038,17.31800079,2.448689699,0.032341186,10.6263895,4
1594,0,142637.5804,-182863.0676,208.7532959,704.2266846,1.406700015,102.7481003,5.65530014,5.199999809,0.109999999,77,14
6790,0,135324.4045,-137056.8174,188.8300018,557.9899902,-0.393299997,96.05740356,14.67539978,0,0,0,14
10709,0,-306574.5605,375581.6863,564.5233154,351.7432861,5.963300228,500.6081848,42.0503006,5.751307011,0.111623101,32.51581192,7
5305,0,127342.8384,-177440.8366,302.7767029,247.6900024,-4.46999979,201.5373993,8.948900223,0,0,0,11
6878,0,138088.1725,-139348.9464,167.3433075,449.6366882,-2.690000057,94.08000183,13.93970013,0,0,0,10
11510,0,-314629.2064,323694.3633,534.0800171,294.5632935,4.563300133,467.4147034,33.50930023,5.800000191,0.100021318,137.9936066,2
2273,0,75021.8747,-8307.158703,221.5099945,601.4866943,-1.279999971,80.89920044,14.2510004,6.699999809,0.039999999,152,10
8998,0,-274350.3381,55631.374,540.0866699,598.2299805,7.266699791,227.0856018,5.011099815,6.882544041,0.113343529,116.7365112,12
1612,0,142168.154,-172827.9729,141.4066925,755.3566895,1.583299994,99.05180359,5.994299889,0,0,0,14
1923,0,-111009.7985,162167.832,482.4932861,726.4500122,7.196700096,252.5635986,8.173999786,6.25929451,0.132772923,65.38195038,10
11972,0,-309328.8622,387327.977,579.5300293,320.8566895,4.769999981,534.1928101,51.65039825,5.994887829,0.090255611,65.9680481,6
1792,0,-133625.8162,176374.2316,429.626709,808.3532715,9.543299675,207.3860931,7.039999962,6.129523754,0.078809537,173.1618652,7
7480,0,125453.4227,-122873.1301,260.2467041,308.9466858,-3.143300056,214.6950073,13.30900002,0,0,0,10
6341,0,123189.0914,-136225.0375,407.7033081,633.9866943,3.796700001,170.7433014,10.85400009,5.788705826,0.134274498,201,5
4842,0,-90785.71468,160907.7913,574.8599854,587.7999878,6.036699772,256.129303,8.245599747,4.795064926,0.133950591,130.9292908,14
7574,0,125064.93,-129510.1275,268.8132935,360.5166931,-2.356699944,215.8188019,13.63640022,1.367085814,0.022049773,44.32004166,6
5340,0,124905.0684,-172214.1348,292.7666931,434.7633057,-2.72329998,159.1443939,6.314799786,0,0,0,10
10043,0,-262182.8461,346300.0496,377.3233032,445.3666992,3.880000114,228.5016022,16.95940018,6,0.07,104.135376,11
12000,0,-306617.7975,296857.1411,560.9666748,345.3432922,4.816699982,410.0664063,26.01510048,5.624557018,0.141077757,201,7
10645,0,-311317.7262,367124.0839,603.5599976,332.4233093,6.583300114,498.1712952,41.32239914,5.300000191,0.129999995,201,7
8806,0,147201.2091,-160349.3615,128.7400055,411.269989,-5.156700134,104.9828033,4.690400124,0,0,0,10
11881,0,-311569.8691,325124.5638,529.4000244,381.166687,6.096700191,290.9000854,17.77739906,5.800000191,0.079999998,135,15
6455,0,97168.09942,-146722.0051,411.4200134,561.9000244,2.413300037,178.9622955,8.698200226,6.699999809,0.07,0,11
13006,0,-201266.8249,362830.4729,357.7867126,499.103302,3.74000001,286.7999878,16.49290085,6.276900768,0.099432305,195.5161438,7
9898,0,-290432.4657,439458.655,423.9100037,486.4432983,4.099999905,300.7619019,17.43009949,6,0.07,107,10
7669,0,107264.481,-90680.47038,226.1900024,382.2167053,-3.289999962,195.3401031,10.21430016,0,0,0,11
4676,0,-57494.92532,120482.7184,515.2833252,636.5599976,7.570000172,259.0332031,8.692199707,5.83196497,0.157354906,87.89521027,8
1745,0,36831.15326,-109728.8887,295.1733093,1023.026672,8.003299713,97.48069763,2.358400106,5.676619053,0.0410043,31.46216774,2
11648,0,-311928.405,434744.3195,448.7232971,449.896698,3.733299971,344.4177856,19.51810074,5.998281479,0.090085939,67.00543213,10
6911,0,139172.1248,-144015.2959,184.1566925,352.1133118,-4.356699944,125.939003,11.88490009,0,0,0,14
10846,0,-308499.9001,310222.2947,553.0032959,299.1567078,4.206699848,422.7106934,28.86120033,5.723498344,0.133879855,139.2568817,7
1279,0,-45099.96388,-7165.311835,413.6733093,878.083313,9.126700401,114.4670029,1.926399946,2.393560886,0.048619203,169.5845184,10
7555,0,123515.5504,-128373.4279,265.480011,370.519989,-1.823300004,217.6083069,13.21539974,0,0,0,11
1945,0,48304.21698,-105365.7589,409.7267151,929.5432739,9.029999733,123.9167023,3.735899925,6.099999428,0.10999994,74.00020599,14
4645,0,2145.022762,13426.64702,396.8666992,511.623291,1.623299956,194.0742035,9.06760025,5.061427593,0.099420905,149.1313477,14
9921,0,-288180.1946,428218.3792,393.0133057,533.8067017,5.366700172,352.6962891,15.76319981,5.987798214,0.074270658,47.77204514,11
1868,0,-31598.28229,-23271.73087,364.9100037,951.5432739,8.5,113.9662018,2.490400076,6.202291965,0.129541561,65.82808685,10
5596,0,107581.1489,-165662.5475,543.7467041,828.2800293,9.409999847,124.5973969,6.528800011,6.699999809,0.07,0,10
11963,0,-310819.8077,382854.3547,537.0667114,349.7799988,3.596699953,485.7850952,42.2322998,6,0.090000004,66,10
10733,0,-309982.0752,424266.5572,597.8267212,258.9500122,4.976699829,494.3547058,45.06840134,5.965056896,0.118252829,115.754715,15
9442,0,-297796.8954,385988.3362,496.8467102,439.5599976,6.343299866,430.6740112,30.19980049,6,0.07,44.27584839,7
3820,0,-89373.9026,98534.31043,384.5599976,866.1633301,8.743300438,150.1647949,3.777299881,6.699999809,0.129999995,36,6
8531,0,112328.4344,-163451.0203,496.373291,785.5200195,6.130000114,160.5166931,9.195300102,5.599999905,0.150000006,201,10
2544,0,12654.99094,-39472.61208,381.3299866,785.2999878,8.806699753,141.4667969,4.018700123,6.099999905,0.059999999,201,15
8782,0,111204.858,-159477.9048,329.1766968,562.5700073,1.850000024,201.0921936,12.99520016,0,0,0,7
748,0,-150108.9717,363010.3593,285.4932861,586.0667114,1.853299975,168.7312012,12.34119987,6.433181763,0.119502917,120.2947464,11
12364,0,-314933.5511,380844.1171,602.9199829,252.8099976,5.216700077,616.7387085,64.60160065,5.531797409,0.120520063,65.73996735,10
8121,0,104789.1782,-88537.14536,215.9100037,435.626709,-2.369999886,194.8986053,9.724300385,0,0,0,14
10701,0,-304479.064,375759.1241,517.833313,419.1366882,5.626699924,378.017395,26.10829926,5.57055378,0.111472316,63.31595993,7
11081,0,-302993.3332,437426.8861,461.5567017,262.8633118,3.123300076,440.4205933,33.71260071,5.783444405,0.094048359,143.0179901,6
6463,0,107973.3619,-122404.2388,439.3999939,555.1333008,3.833300114,161.5298004,7.747700214,5.002048016,0.068022989,54.35634995,14
889,0,-150251.2733,387285.5116,332.9266968,549.6066895,2.869999886,192.2794037,12.29030037,6.800000191,0.090000004,117,6
9891,0,-289154.8772,439627.6828,411.4332886,504.0466919,3.519999981,283.1929016,16.05520058,6.001659393,0.070094809,106.9620743,11
12208,0,-286961.1673,240268.3684,362.5899963,649.3132935,4.256700039,247.5012054,9.792300224,5.800000191,0.109999999,0,15
10633,0,-308425.6349,401548.5441,624.3566895,228.5832977,4.863299847,601.2717285,63.04109955,5.386013508,0.128496632,143.9895325,10
11340,0,-296370.8151,327690.7514,462.269989,457.4667053,6.139999866,321.3276978,13.83710003,5.800000191,0.100000001,142,7
9992,0,-278905.9052,399974.7906,395.8900146,323.4132996,2.146699905,395.4562988,22.72629929,5.599999905,0.088171825,34.53746033,1
5699,0,106907.8005,-165184.6685,542.7266846,794.5333252,8.399999619,128.6446991,6.973599911,6.278785229,0.104463026,76.96743774,11
8059,0,105545.4702,-167910.0319,463.3467102,930.7833252,9.77670002,117.8831024,5.781300068,0,0,0,10
7765,0,99034.38832,-158901.6251,467.0100098,828.5200195,9.553299904,131.7861023,6.581999779,5.599999905,0.159999996,201,10
3871,0,-37572.95229,51347.54713,504.1166992,695.5767212,6.093299866,226.7442932,6.769100189,5.699999809,0.119999997,119,6
801,0,-148003.9452,385205.4065,311.5867004,607.8967285,2.913300037,177.1316986,12.17109966,6.398948193,0.100021034,81.25244141,8
11022,0,-302465.2823,297609.8645,471.2200012,285.2232971,2.529999971,393.557312,22.37269974,6,0.119999997,152,7
7572,0,123843.8401,-126963.9604,275.4400024,358.6166992,-2.096699953,227.9900055,14.37989998,0,0,0,14
7596,0,126438.0945,-130761.643,346.853302,397.5032959,-2.069999933,167.2023926,9.456399918,6.199999809,0.100000001,201,10
7638,0,124034.5227,-121280.3251,248.8632965,356.4332886,-2.946700096,206.7133942,12.58440018,0,0,0,6
6770,0,134497.8432,-137143.0349,189.1367035,598.5266724,0.513300002,99.8757019,14.67529964,0,0,0,14
71,0,-131151.6069,281508.4632,361.5,360.1900024,-1.383299947,154.7250977,20.62590027,6.400000095,0.039999999,201,11
6922,0,136568.4765,-142493.8215,202.3132935,249.2266998,-5.446700096,154.7268066,15.63599968,0,0,0,6
7175,0,138629.2369,-116301.7222,180.7400055,317.9432983,-4.650000095,145.2913055,6.307099819,0,0,0,7
10814,0,-308224.3698,402904.6572,601.5866699,220.6799927,4.413300037,598.019104,61.34640121,5.5,0.100000001,140,10
1288,0,-42069.14281,-9829.707192,368.376709,914.6333008,8.81000042,124.7386017,2.753700018,6.045476437,0.116357006,50.55252457,10
8176,0,141517.0782,-171088.599,118.0766983,644.5333252,-1.203299999,97.44599915,5.845600128,0,0,0,6
10240,0,-280480.3744,354985.7724,363.5632935,408.1532898,2.809999943,357.3822021,13.99730015,5.796432972,0.105274864,57.92865753,8
5710,0,104583.8807,-157972.5509,418.1900024,592.1132813,3.119999886,168.0570068,9.532699585,6.699999809,0.07,0,14
11448,0,-306043.8958,439171.692,493.0299988,351.2867126,4.170000076,395.1203918,26.7154007,5.81474781,0.099815652,181.3040009,10
9385,0,-292759.4765,386256.3878,438.9866943,528.2000122,5.880000114,253.2171936,12.60599995,4.151463032,0.048433736,135.9604187,11
8625,0,150573.0929,-172269.9561,142.7832947,376.5400085,-4.889999866,103.520401,5.060200214,0,0,0,10
2499,0,62501.81628,-5761.74782,247.8567047,317.4967041,-3.269999981,139.604599,18.04560089,0,0,201,14
